term,freq,weight
discretization,1,1.0
discretized,2,1.6931471805599454
discriminate,1,1.0
discriminates,1,1.0
discriminating,2,1.6931471805599454
discrimination,11,3.3978952727983707
discriminatory,8,3.0794415416798357
discriminatoryconnotations,1,1.0
discus,1514,8.322510433997394
discuss,4,2.386294361119891
discussant,15,3.70805020110221
discussany,1,1.0
discussat,1,1.0
discusscurrent,1,1.0
discussed,703,7.555356891810665
discussedbeth,2,1.6931471805599454
discussedbriefly,2,1.6931471805599454
discussedearlier,2,1.6931471805599454
discussedherein,1,1.0
discussedin,1,1.0
discussedincluded,1,1.0
discussedintegrating,1,1.0
discussedpossible,1,1.0
discussedthis,1,1.0
discussedthrough,1,1.0
discussedwith,1,1.0
discussedyesterday,3,2.0986122886681096
discussenlighten,1,1.0
discussfurther,2,1.6931471805599454
discusshow,1,1.0
discussin,3,2.0986122886681096
discussing,145,5.976733742420574
discussingall,1,1.0
discussingequity,2,1.6931471805599454
discussingpower,1,1.0
discussingthe,1,1.0
discussion,1212,8.10002716662926
discussion8,2,1.6931471805599454
discussionalso,1,1.0
discussionand,3,2.0986122886681096
discussionapril,1,1.0
discussionat,1,1.0
discussionconference,1,1.0
discussiongentlemen,1,1.0
discussiongood,1,1.0
discussionhello,2,1.6931471805599454
discussionhr,1,1.0
discussionin,1,1.0
discussionkevin,1,1.0
discussionmike,1,1.0
discussionperhaps,1,1.0
discussionplease,1,1.0
discussionpleasesend,1,1.0
discussionpurposes,1,1.0
discussionrac,3,2.0986122886681096
discussionregarding,1,1.0
discussionrick,1,1.0
discussions,1,1.0
discussions3,1,1.0
discussionsbetween,2,1.6931471805599454
discussionserver,3,2.0986122886681096
discussionsfrom,1,1.0
discussionsi,2,1.6931471805599454
discussionslouise,2,1.6931471805599454
discussionsplease,1,1.0
discussionsrt,1,1.0
discussionsteve,1,1.0
discussionthanks,1,1.0
discussionthatyou,1,1.0
discussionthe,1,1.0
discussionvince,2,1.6931471805599454
discussionwith,2,1.6931471805599454
discussli,2,1.6931471805599454
discusslouise,2,1.6931471805599454
discussmonday,1,1.0
discussmy,2,1.6931471805599454
discussoperational,2,1.6931471805599454
discusspacific,1,1.0
discusspossibilites,1,1.0
discussregardsjohn,1,1.0
discussrepairs,1,1.0
discussretention,1,1.0
discusssed,2,1.6931471805599454
discusssion,1,1.0
discusssome,4,2.386294361119891
discussspring,1,1.0
discussthat,1,1.0
discussthe,17,3.833213344056216
discussthese,3,2.0986122886681096
discussthis,2,1.6931471805599454
discussthisopportunity,2,1.6931471805599454
discusstimelines,1,1.0
discusswe,1,1.0
discusswhether,1,1.0
discusswith,2,1.6931471805599454
discusswithout,1,1.0
discussyour,3,2.0986122886681096
discusting,1,1.0
disdain,6,2.791759469228055
disdained,3,2.0986122886681096
dise,1,1.0
disease,28,4.332204510175204
diseaseand,1,1.0
diseasewith,1,1.0
diseconomies,2,1.6931471805599454
disenchanted,2,1.6931471805599454
disenfranchisement,2,1.6931471805599454
disentanglement,2,1.6931471805599454
disentangling,2,1.6931471805599454
disfunctional,1,1.0
disg,1,1.0
disgorge,1,1.0
disgraced,1,1.0
disgruntled,6,2.791759469228055
disguise,5,2.6094379124341005
disguised,9,3.197224577336219
disguiseddata,2,1.6931471805599454
disguising,1,1.0
disgusted,4,2.386294361119891
disgusting,1,1.0
dish,5,2.6094379124341005
disheartening,1,1.0
disheartens,1,1.0
dishwasher,3,2.0986122886681096
disincentive,12,3.4849066497880004
disinclination,3,2.0986122886681096
disinclined,1,1.0
disinclining,1,1.0
disinformation,2,1.6931471805599454
disingenuous,2,1.6931471805599454
disintegrate,2,1.6931471805599454
disintegrated,2,1.6931471805599454
disintegration,4,2.386294361119891
disk,26,4.258096538021482
diskette,5,2.6094379124341005
disknorton,1,1.0
diskspace,1,1.0
diskssoftware,1,1.0
dislike,5,2.6094379124341005
disliked,1,1.0
dislocating,3,2.0986122886681096
dislocation,2,1.6931471805599454
dismal,21,4.044522437723423
dismantle,9,3.197224577336219
dismantled,4,2.386294361119891
dismantling,15,3.70805020110221
dismay,7,2.9459101490553135
dismayed,6,2.791759469228055
dismayedprudential,3,2.0986122886681096
dismember,1,1.0
dismiss,12,3.4849066497880004
dismissal,13,3.5649493574615367
dismissed,30,4.401197381662156
dismissedmy,2,1.6931471805599454
dismisses,3,2.0986122886681096
dismissing,9,3.197224577336219
dismissingquestions,3,2.0986122886681096
dismissive,1,1.0
disneau,4,2.386294361119891
disney,23,4.13549421592915
disney35,1,1.0
disney45,13,3.5649493574615367
disneyco,2,1.6931471805599454
disneyland,1,1.0
disneyworld,2,1.6931471805599454
disorder,1,1.0
disorganized,1,1.0
disparage,2,1.6931471805599454
disparaging,7,2.9459101490553135
disparate,4,2.386294361119891
disparity,5,2.6094379124341005
dispassionate,1,1.0
dispatch,69,5.23410650459726
dispatchability,1,1.0
dispatched,5,2.6094379124341005
dispatchedor,1,1.0
dispatchedthanks,2,1.6931471805599454
dispatcher,12,3.4849066497880004
dispatching,6,2.791759469228055
dispatchinstructions,1,1.0
dispel,9,3.197224577336219
dispelled,1,1.0
dispensation,1,1.0
dispense,1,1.0
dispensed,1,1.0
dispensing,2,1.6931471805599454
disperse,4,2.386294361119891
dispersed,1,1.0
dispersedenron,1,1.0
dispersionof,2,1.6931471805599454
dispiriting,3,2.0986122886681096
displace,3,2.0986122886681096
displaced,8,3.0794415416798357
displacement,17,3.833213344056216
displacing,3,2.0986122886681096
display,82,5.406719247264253
displayboards,1,1.0
displayed,43,4.761200115693562
displayed2,1,1.0
displaying,6,2.791759469228055
displayscreen,1,1.0
displayscurrent,1,1.0
displaysmonthly,3,2.0986122886681096
displayvideo,1,1.0
displeasure,4,2.386294361119891
disposable,1,1.0
disposal,13,3.5649493574615367
disposalsand,2,1.6931471805599454
dispose,9,3.197224577336219
disposed,31,4.433987204485146
disposeof,2,1.6931471805599454
disposing,3,2.0986122886681096
disposition,84,5.430816798843313
disproportionate,2,1.6931471805599454
disproportionately,1,1.0
disprove,1,1.0
disproves,2,1.6931471805599454
dispute,203,6.313205979041787
disputeassociated,1,1.0
disputeby,1,1.0
disputed,26,4.258096538021482
disputeoccurs,5,2.6094379124341005
disputesimportance,1,1.0
disputesthe,1,1.0
disputeswhat,1,1.0
disputethe,2,1.6931471805599454
disputing,7,2.9459101490553135
disqualified,2,1.6931471805599454
disreagard,1,1.0
disregard,43,4.761200115693562
disregarded,2,1.6931471805599454
disregarding,3,2.0986122886681096
disregardthis,1,1.0
disrepancies,1,1.0
disrepect,3,2.0986122886681096
disrespect,9,3.197224577336219
disrespected,6,2.791759469228055
disrupt,13,3.5649493574615367
disrupted,10,3.3025850929940455
disruptedtrain,1,1.0
disrupting,4,2.386294361119891
disruption,36,4.58351893845611
disruptionaffected,1,1.0
disruptionslos,1,1.0
disruptionsnancy,1,1.0
disruptionto,2,1.6931471805599454
disruptive,6,2.791759469228055
dissallow,1,1.0
dissappointment,1,1.0
dissatisfaction,7,2.9459101490553135
dissatisfied,2,1.6931471805599454
dissect,2,1.6931471805599454
dissecting,2,1.6931471805599454
disseminate,65,5.174387269895637
disseminated,5,2.6094379124341005
disseminating,1,1.0
dissemination,55,5.007333185232471
disseminationof,1,1.0
dissent,5,2.6094379124341005
dissenting,2,1.6931471805599454
dissertation,36,4.58351893845611
dissertationdear,1,1.0
dissertationinvolved,1,1.0
dissimiliar,1,1.0
dissipates,2,1.6931471805599454
dissociating,1,1.0
dissolution,6,2.791759469228055
dissolve,9,3.197224577336219
dissolved,16,3.772588722239781
dissolvingaffiliated,3,2.0986122886681096
dissuaded,3,2.0986122886681096
dist,2,1.6931471805599454
distance,60,5.0943445622221
distanced,2,1.6931471805599454
distanceformat,1,1.0
distancefrom,1,1.0
distancing,6,2.791759469228055
distant,7,2.9459101490553135
distillate,36,4.58351893845611
distillatebegan,1,1.0
distillatechris,2,1.6931471805599454
distillatedemand,1,1.0
distillatemarketsthemselves,1,1.0
distillateprice,1,1.0
distillaterange,1,1.0
distinct,17,3.833213344056216
distinction,16,3.772588722239781
distinctive,5,2.6094379124341005
distinctly,1,1.0
distinctteams,1,1.0
distinguish,15,3.70805020110221
distinguished,17,3.833213344056216
distinguishedhimself,1,1.0
distinguishing,3,2.0986122886681096
distort,7,2.9459101490553135
distorted,5,2.6094379124341005
distorting,2,1.6931471805599454
distortion,10,3.3025850929940455
distorts,3,2.0986122886681096
distract,1,1.0
distracted,14,3.6390573296152584
distracting,1,1.0
distraction,19,3.9444389791664403
distractionby,1,1.0
distractors,1,1.0
distress,18,3.8903717578961645
distressand,2,1.6931471805599454
distressed,50,4.912023005428146
distressing,2,1.6931471805599454
distribtion,1,1.0
distribuidora,2,1.6931471805599454
distributable,2,1.6931471805599454
distribute,174,6.159055299214529
distributed,142,5.955827057601261
distributedgeneration,1,1.0
distributedon,1,1.0
distributedto,1,1.0
distributepower,2,1.6931471805599454
distributes,9,3.197224577336219
distributethis,2,1.6931471805599454
distributing,17,3.833213344056216
distributingbusiness,1,1.0
distribution,553,7.315358001522335
distributionas,1,1.0
distributionbrazil,2,1.6931471805599454
distributioncolonial,1,1.0
distributioncompany,2,1.6931471805599454
distributionentex,3,2.0986122886681096
distributionfacilities,1,1.0
distributionfor,2,1.6931471805599454
distributionfrom,1,1.0
distributioninquiries,1,1.0
distributionis,3,2.0986122886681096
distributionlosses,1,1.0
distributionor,8,3.0794415416798357
distributionpadmount,1,1.0
distributionpatricia,1,1.0
distributionswitchgearvoltage,3,2.0986122886681096
distributionthanks,5,2.6094379124341005
distributionthe,1,1.0
distributionto,1,1.0
distributionventure,1,1.0
distributive,1,1.0
distributor,32,4.465735902799727
distributorsat,1,1.0
district,125,5.828313737302301
districtcourt,1,1.0
districtoffice,1,1.0
distrigas,15,3.70805020110221
distriutions,1,1.0
distrust,4,2.386294361119891
disturb,5,2.6094379124341005
disturbance,3,2.0986122886681096
disturbed,2,1.6931471805599454
disturbing,7,2.9459101490553135
disturbs,4,2.386294361119891
disturbthem,1,1.0
disturnal,2,1.6931471805599454
disturnal07,1,1.0
disucssed,1,1.0
disussion,1,1.0
disweb,1,1.0
dit,2,1.6931471805599454
ditch,11,3.3978952727983707
ditching,1,1.0
dithering,1,1.0
ditt,6,2.791759469228055
dittl,7,2.9459101490553135
dittlcc,1,1.0
dittlsubject,1,1.0
dittmer,1,1.0
ditto,4,2.386294361119891
ditty,2,1.6931471805599454
diunroe,1,1.0
div,2,1.6931471805599454
dive,17,3.833213344056216
dived,2,1.6931471805599454
divedowntown,1,1.0
divelbiss,3,2.0986122886681096
divelbiss58714,5,2.6094379124341005
diverge,2,1.6931471805599454
diverged,1,1.0
divergence,3,2.0986122886681096
divergent,3,2.0986122886681096
diverges,1,1.0
divergolf,1,1.0
diverse,32,4.465735902799727
diverseinterests,1,1.0
diverseskill,1,1.0
diversification,30,4.401197381662156
diversificationby,1,1.0
diversificationthe,1,1.0
diversified,34,4.526360524616161
diversifiedaverage,1,1.0
diversifiedofficials,1,1.0
diversifiedportfolio,1,1.0
diversify,24,4.178053830347945
diversifying,5,2.6094379124341005
diversifyinglies,1,1.0
diversifyjames,1,1.0
diversifythe,1,1.0
diversion,8,3.0794415416798357
diversiture,1,1.0
diversity,26,4.258096538021482
diverso,3,2.0986122886681096
divert,1,1.0
diverted,20,3.995732273553991
divertedbryan,1,1.0
divertedpresumably,1,1.0
diverting,5,2.6094379124341005
divest,12,3.4849066497880004
divested,3,2.0986122886681096
divesting,3,2.0986122886681096
divestiture,63,5.143134726391533
divestiturealso,1,1.0
divestment,10,3.3025850929940455
divestments,1,1.0
divide,41,4.713572066704307
divided,68,5.219507705176107
dividelodge,3,2.0986122886681096
dividend,74,5.304065093204169
dividendstoday,1,1.0
dividendthe,1,1.0
dividendyield,1,1.0
dividing,9,3.197224577336219
divine,2,1.6931471805599454
diving,5,2.6094379124341005
divingtickets,1,1.0
divinity,2,1.6931471805599454
division,306,6.723585101952381
divisional,1,1.0
divisioninstitute,1,1.0
divisionlevel,1,1.0
divisionregister,4,2.386294361119891
divorce,1,1.0
divorced,3,2.0986122886681096
divulge,10,3.3025850929940455
divvy,1,1.0
diworseification,1,1.0
dix,2,1.6931471805599454
dixie,7,2.9459101490553135
dixieyeck,1,1.0
dixit,2,1.6931471805599454
dixon,12,3.4849066497880004
dixonpart,1,1.0
dixonproject,1,1.0
dizcussion,1,1.0
dizzying,4,2.386294361119891
dj,10,3.3025850929940455
djackie,9,3.197224577336219
djan,1,1.0
djasper,2,1.6931471805599454
djcarr,1,1.0
djcustomclips,33,4.49650756146648
djdobb,1,1.0
djfr,1,1.0
djhyvl,1,1.0
djia,13,3.5649493574615367
djinteractive,57,5.04305126783455
djn,1,1.0
djnr,4,2.386294361119891
djoanie,1,1.0
djpl,1,1.0
djray,2,1.6931471805599454
djshere,1,1.0
djulie,2,1.6931471805599454
djust,1,1.0
djw,6,2.791759469228055
djwb,1,1.0
djwi,1,1.0
dkatherine,7,2.9459101490553135
dkbi,1,1.0
dkboughton,1,1.0
dkelly,1,1.0
dkendle,1,1.0
dkern,1,1.0
dkessler,1,1.0
dkk,2,1.6931471805599454
dkkl,1,1.0
dkohler,1,1.0
dkovasovic,1,1.0
dkpenrod,2,1.6931471805599454
dkthm,2,1.6931471805599454
dl,47,4.850147601710058
dla,9,3.197224577336219
dlatego,1,1.0
dlcp,1,1.0
dldennis,2,1.6931471805599454
dle,1,1.0
dlemail,1,1.0
dleonard,1,1.0
dlet,1,1.0
dlh,1,1.0
dlike,5,2.6094379124341005
dlindstrom,1,1.0
dline,1,1.0
dll,16,3.772588722239781
dlls,1,1.0
dln,1,1.0
dloss,1,1.0
dlp,1,1.0
dlrs,150,6.0106352940962555
dlsmith,4,2.386294361119891
dlugim,1,1.0
dlugo,2,1.6931471805599454
dlugosch,1,1.0
dluhoff,1,1.0
dluna,1,1.0
dlwylie,1,1.0
dlydynegy,1,1.0
dm,8,3.0794415416798357
dmans,1,1.0
dmao,1,1.0
dmar,1,1.0
dmark,1,1.0
dmarlene,1,1.0
dmason,1,1.0
dmasulla,1,1.0
dmattei,1,1.0
dmcallen,2,1.6931471805599454
dmco,1,1.0
dmeinhorn,1,1.0
dmg,1,1.0
dmichael,1,1.0
dmille,1,1.0
dminaldi,1,1.0
dmitchell,1,1.0
dmitri,13,3.5649493574615367
dmitry,4,2.386294361119891
dmonday,1,1.0
dmorgan,1,1.0
dmoriniere,1,1.0
dmpetritz,1,1.0
dmt,6,2.791759469228055
dmtf,2,1.6931471805599454
dmumbai,4,2.386294361119891
dmyers,1,1.0
dn,5,2.6094379124341005
dna,5,2.6094379124341005
dnaent,1,1.0
dnb,4,2.386294361119891
dnevnik,1,1.0
dnew,3,2.0986122886681096
dng,1,1.0
dni,3,2.0986122886681096
dnia,3,2.0986122886681096
dniach,1,1.0
dniem,1,1.0
dns,8,3.0794415416798357
dnsl,2,1.6931471805599454
dnso,2,1.6931471805599454
dnyegy,1,1.0
do,125,5.828313737302301
doa,2,1.6931471805599454
doable,8,3.0794415416798357
doabsolutely,2,1.6931471805599454
doall,2,1.6931471805599454
doallocations,1,1.0
doalot,1,1.0
doamine,2,1.6931471805599454
doan,2,1.6931471805599454
doanything,7,2.9459101490553135
doar,2,1.6931471805599454
doarrive,1,1.0
doarsaid,1,1.0
doas,1,1.0
dob,1,1.0
dobb,8,3.0794415416798357
dobbin,2,1.6931471805599454
dobbinhuffsmith,2,1.6931471805599454
dobbs,1,1.0
dobelieve,4,2.386294361119891
dobest,1,1.0
dobler,6,2.791759469228055
dobra,1,1.0
dobrat,1,1.0
dobraw,1,1.0
dobrawaldemar,1,1.0
dobry,4,2.386294361119891
dobrze,1,1.0
dobson,3,2.0986122886681096
dobusiness,2,1.6931471805599454
doc,1115,8.016609683894218
doc_,1,1.0
docand,1,1.0
docc,1,1.0
doccarla,1,1.0
docdate,1,1.0
docentlm,2,1.6931471805599454
docfor,2,1.6931471805599454
docfyi,2,1.6931471805599454
doch,2,1.6931471805599454
doci,4,2.386294361119891
docieraly,1,1.0
docile,1,1.0
docin,1,1.0
docjohn,30,4.401197381662156
dock,9,3.197224577336219
docket,47,4.850147601710058
docketed,1,1.0
docketnos,1,1.0
docketnumber,2,1.6931471805599454
docketserol,1,1.0
docking,1,1.0
dockmoves,2,1.6931471805599454
doclenos,6,2.791759469228055
doclibrary,4,2.386294361119891
doclink,1,1.0
doclook,2,1.6931471805599454
docmani,1,1.0
docmg,2,1.6931471805599454
docmichael,2,1.6931471805599454
docmime,1,1.0
docmy,1,1.0
docor,1,1.0
docquestions,1,1.0
docrae,1,1.0
docs,1,1.0
docs2,1,1.0
docsdrew,1,1.0
docsharing,1,1.0
docsheridan,2,1.6931471805599454
docspls,1,1.0
docthe,1,1.0
doctodd,1,1.0
doctor,22,4.091042453358316
doctoral,18,3.8903717578961645
doctorate,8,3.0794415416798357
doctored,1,1.0
doctoring,2,1.6931471805599454
doctrine,13,3.5649493574615367
docu,1,1.0
docucorp,1,1.0
document,1006,7.913737350659685
document6,1,1.0
documentand,2,1.6931471805599454
documentariesorreality,1,1.0
documentary,3,2.0986122886681096
documentation,281,6.638354669333745
documentationdeidre,3,2.0986122886681096
documentationed,1,1.0
documentationissuesmo,1,1.0
documentationjanuary,1,1.0
documentationlogisticsvolume,1,1.0
documentationspreadsheet,1,1.0
documentationstep,1,1.0
documentationused,1,1.0
documentationwe,1,1.0
documentattached,2,1.6931471805599454
documentby,4,2.386294361119891
documentdamage,1,1.0
documentdepository,1,1.0
documented,31,4.433987204485146
documentfor,1,1.0
documenting,22,4.091042453358316
documentlink,1,1.0
documentmr,1,1.0
documents,3,2.0986122886681096
documentsdavid,3,2.0986122886681096
documentsfor,7,2.9459101490553135
documentsjohn,1,1.0
documentsjust,1,1.0
documentslisted,2,1.6931471805599454
documentsmolly,1,1.0
documentsok,1,1.0
documentsplease,1,1.0
documentsthe,2,1.6931471805599454
documentsto,1,1.0
documentsummarizes,1,1.0
documentthank,1,1.0
documentthat,2,1.6931471805599454
documentthe,1,1.0
documentto,1,1.0
documentwe,1,1.0
docvisit,5,2.6094379124341005
doda,3,2.0986122886681096
dodatkowe,1,1.0
dodatkowychsrodkow,1,1.0
dodd,6,2.791759469228055
doddpoi,1,1.0
dodds,1,1.0
dodge,7,2.9459101490553135
dodgen,2,1.6931471805599454
dodger,2,1.6931471805599454
dodson,33,4.49650756146648
dodsonlouise,4,2.386294361119891
dodsonmike,2,1.6931471805599454
dodsonsteve,2,1.6931471805599454
dodw,4,2.386294361119891
doe,34,4.526360524616161
doebele,1,1.0
doebeleregulators,1,1.0
doeheadquarters,1,1.0
doehrman,3,2.0986122886681096
doeither,2,1.6931471805599454
doeorganization,1,1.0
doer,2,1.6931471805599454
doering11,1,1.0
does,19,3.9444389791664403
doesfeel,1,1.0
doesgood,1,1.0
doesguaranteeing,1,1.0
doesmention,1,1.0
doesn,1,1.0
doesnot,13,3.5649493574615367
doesnt,1,1.0
doesresearch,1,1.0
doesseem,2,1.6931471805599454
doesthe,1,1.0
doesubstitute,2,1.6931471805599454
doesyour,1,1.0
doeveryday,1,1.0
doeverything,3,2.0986122886681096
dof,2,1.6931471805599454
dofinancial,2,1.6931471805599454
dofinansowac,1,1.0
dofor,1,1.0
dofurther,1,1.0
dog,69,5.23410650459726
dogan,13,3.5649493574615367
dogarp,1,1.0
dogbone,1,1.0
dogdanska,1,1.0
dogged,3,2.0986122886681096
doggedly,1,1.0
doggett,3,2.0986122886681096
doggettrisk,2,1.6931471805599454
doghouse,1,1.0
dogoing,1,1.0
doh,4,2.386294361119891
doha,6,2.791759469228055
dohave,2,1.6931471805599454
doherty,2,1.6931471805599454
dohope,1,1.0
dohotelu,1,1.0
doi,3,2.0986122886681096
doin,1,1.0
doingbusiness,8,3.0794415416798357
doingfor,1,1.0
doingin,1,1.0
doingnetwork,1,1.0
doingpipeline,1,1.0
doingreservoir,1,1.0
doingreviews,1,1.0
doingthat,2,1.6931471805599454
doingthe,3,2.0986122886681096
doingto,1,1.0
doingweather,2,1.6931471805599454
doingwell,1,1.0
doingwhat,1,1.0
doingwith,1,1.0
dointend,3,2.0986122886681096
doit,9,3.197224577336219
doj,12,3.4849066497880004
dojoe,1,1.0
dokonac,2,1.6931471805599454
doktora,1,1.0
doktorze,3,2.0986122886681096
dol,1,1.0
dolalrs,2,1.6931471805599454
dolan,4,2.386294361119891
dolar,1,1.0
dold,1,1.0
doldrums,7,2.9459101490553135
dole,1,1.0
doled,1,1.0
doliver,4,2.386294361119891
doll,9,3.197224577336219
dollar,983,7.890609120147166
dollaras,1,1.0
dollardenomination,1,1.0
dollarisation,1,1.0
dollarizing,1,1.0
dollarlimit,1,1.0
dollarquestion,1,1.0
dollars,1,1.0
dollarsfor,1,1.0
dollarsfurther,1,1.0
dollarwithin,1,1.0
dollaryesterday,1,1.0
dolliver,1,1.0
dolly,1,1.0
dolo,2,1.6931471805599454
dolores,29,4.367295829986474
doloresis,1,1.0
doloresmuzzy,5,2.6094379124341005
doloresplease,2,1.6931471805599454
doloressent,2,1.6931471805599454
doloressustaita,2,1.6931471805599454
doloresvince,1,1.0
doloresx,2,1.6931471805599454
dolph,1,1.0
dolphin,38,4.637586159726386
dolphinantoinette,1,1.0
dolphindarren,1,1.0
dolphingeorge,2,1.6931471805599454
dolpin,2,1.6931471805599454
dom,8,3.0794415416798357
domain,106,5.663439094112067
domaine,1,1.0
domainnames,1,1.0
domainnamesfor,1,1.0
dome,14,3.6390573296152584
domeby,1,1.0
domecq,1,1.0
domenstrates,1,1.0
domestic,171,6.141663556502659
domestically,2,1.6931471805599454
domesticfinancial,1,1.0
domestichealth,1,1.0
domesticmedical,1,1.0
domesticproduct,1,1.0
domesticproduction,1,1.0
domethe,1,1.0
domicile,1,1.0
domieco,2,1.6931471805599454
dominance,12,3.4849066497880004
dominant,53,4.9702919135521215
dominantnatural,2,1.6931471805599454
dominantplayers,1,1.0
dominate,18,3.8903717578961645
dominated,22,4.091042453358316
dominates,8,3.0794415416798357
domination,9,3.197224577336219
domineering,1,1.0
domingo,8,3.0794415416798357
dominguez,3,2.0986122886681096
dominic,1,1.0
dominica,1,1.0
dominican,3,2.0986122886681096
dominicmorris,2,1.6931471805599454
dominicraiola,1,1.0
dominion,45,4.80666248977032
dominionleft,1,1.0
dominionlouise,1,1.0
dominiontieback,1,1.0
dominionutility,1,1.0
dominique,14,3.6390573296152584
domino,11,3.3978952727983707
domke,1,1.0
domlunch,2,1.6931471805599454
domoich,1,1.0
domonoskie,1,1.0
domost,1,1.0
domwebl,1,1.0
domweblto,1,1.0
domy,1,1.0
don,79,5.3694478524670215
don3,1,1.0
don713,1,1.0
donahoe,6,2.791759469228055
donahue,64,5.1588830833596715
donahuemanaging,2,1.6931471805599454
donald,186,6.225746673713201
donald8,1,1.0
donaldcoxe,2,1.6931471805599454
donaldmary,2,1.6931471805599454
donaldp,4,2.386294361119891
donaldson,5,2.6094379124341005
donaldtens,1,1.0
donaldvignaroli,3,2.0986122886681096
donaldx,2,1.6931471805599454
donate,17,3.833213344056216
donated,21,4.044522437723423
donates,1,1.0
donating,6,2.791759469228055
donatingblood,1,1.0
donation,77,5.343805421853684
donationand,2,1.6931471805599454
donationletter,1,1.0
donationsamount,1,1.0
donationsfor,2,1.6931471805599454
donationshidden,1,1.0
donationsmendelsohn,2,1.6931471805599454
donationsthat,1,1.0
donato,25,4.218875824868201
donbaldridge,1,1.0
donby,3,2.0986122886681096
doncc,2,1.6931471805599454
doncesar,2,1.6931471805599454
done,1287,8.160069207596127
donealready,1,1.0
doneami,1,1.0
donebadeer,1,1.0
donebeldenrichterheizenradernot,1,1.0
donechris,1,1.0
doneco,1,1.0
donedaren,1,1.0
donedifferently,1,1.0
donefrom,1,1.0
donehc,1,1.0
donei,1,1.0
doneimmediately,1,1.0
donein,3,2.0986122886681096
doneincorrectly,1,1.0
doneit,2,1.6931471805599454
donelittle,1,1.0
donellec,1,1.0
doneover,1,1.0
donequite,1,1.0
donerb,1,1.0
doneseparately,2,1.6931471805599454
doneso,2,1.6931471805599454
doneswerzbin,1,1.0
doneswerzbincrandallbadeeralmost,1,1.0
donethat,2,1.6931471805599454
donethis,1,1.0
doneto,1,1.0
donette,3,2.0986122886681096
doneunder,1,1.0
donew,1,1.0
donewith,3,2.0986122886681096
dong,1,1.0
doni,2,1.6931471805599454
donindfw,1,1.0
doniosla,1,1.0
donkey,6,2.791759469228055
donl,1,1.0
donlevy,3,2.0986122886681096
donley,1,1.0
donlouise,3,2.0986122886681096
donna,334,6.8111409929767
donna03,1,1.0
donna08,2,1.6931471805599454
donna09,1,1.0
donnabaker,2,1.6931471805599454
donnabily,1,1.0
donnac,6,2.791759469228055
donnaconsemiu,14,3.6390573296152584
donnagreif,2,1.6931471805599454
donnah,4,2.386294361119891
donnamartens,2,1.6931471805599454
donnareports,1,1.0
donnascott,1,1.0
donnasent,2,1.6931471805599454
donnasubject,2,1.6931471805599454
donnel,2,1.6931471805599454
donnell,28,4.332204510175204
donnelly,29,4.367295829986474
donnie,7,2.9459101490553135
donniemccabe,4,2.386294361119891
donniepallant,2,1.6931471805599454
donnis,5,2.6094379124341005
donnolly,1,1.0
donofrio,1,1.0
donoghue,1,1.0
donoho,66,5.189654742026425
donoho07,1,1.0
donoho09,1,1.0
donoho10,1,1.0
donoho11,1,1.0
donoho12,1,1.0
donohoe,6,2.791759469228055
donohojeff,1,1.0
donohokevin,1,1.0
donohue,6,2.791759469228055
donon,1,1.0
donor,14,3.6390573296152584
donorlist,1,1.0
donot,31,4.433987204485146
donotemail,14,3.6390573296152584
donovan,48,4.871201010907891
donovanchung,1,1.0
donovandale,1,1.0
donovans,1,1.0
donovanwes,5,2.6094379124341005
donpowell,2,1.6931471805599454
donreidl,8,3.0794415416798357
donsent,2,1.6931471805599454
donsubject,15,3.70805020110221
dont,38,4.637586159726386
donthomas,2,1.6931471805599454
dontunderstand,1,1.0
donut,4,2.386294361119891
doo,1,1.0
doomed,7,2.9459101490553135
doomsday,8,3.0794415416798357
doomsdayers,1,1.0
doone,1,1.0
door,138,5.927253685157204
doorknob,1,1.0
doorprizes,4,2.386294361119891
doorsof,1,1.0
doorstep,127,5.844187086458591
doorstepaudit,1,1.0
doorstepdatabases,2,1.6931471805599454
doorstepi,1,1.0
doorstepplease,2,1.6931471805599454
doorstepproject,3,2.0986122886681096
doorstepsmike,1,1.0
doorstepthat,1,1.0
doorstop,3,2.0986122886681096
doorway,2,1.6931471805599454
doot,9,3.197224577336219
doour,1,1.0
doozie,3,2.0986122886681096
dopart,1,1.0
dope,1,1.0
doped,4,2.386294361119891
dopieli,1,1.0
dopkin,2,1.6931471805599454
doplan,1,1.0
dopower,1,1.0
dopson,4,2.386294361119891
dopsonglobal,1,1.0
dopsonsent,1,1.0
dopsonto,1,1.0
doption,1,1.0
dor,1,1.0
dora,13,3.5649493574615367
doraj,1,1.0
dorcheus,21,4.044522437723423
dore,1,1.0
doreen,1,1.0
dorfman,1,1.0
dori,2,1.6931471805599454
dorie,75,5.31748811353631
doriecc,1,1.0
doriehitchcock,4,2.386294361119891
doriesent,9,3.197224577336219
doriesubject,7,2.9459101490553135
doring,1,1.0
dorinson,2,1.6931471805599454
doris,1,1.0
dorking,1,1.0
dorky,2,1.6931471805599454
dorland,6,2.791759469228055
dorlandjohn,1,1.0
dorm,2,1.6931471805599454
dormant,2,1.6931471805599454
dorn,11,3.3978952727983707
dornan,12,3.4849066497880004
dornhetzel,2,1.6931471805599454
dorniercarrie,1,1.0
dorotheamatthews,3,2.0986122886681096
dorothy,43,4.761200115693562
dorothy3,1,1.0
dorothymccoppin,1,1.0
dorothyyoungblood,1,1.0
dorset,1,1.0
dorsey,33,4.49650756146648
