rank,subject
8.580864028330511,cleburne
9.471742053728839,re accounting arrangement
10.722269577286289,job survey matching
8.947340622570685,bad estimate th
8.769148530750149,cornhusker gas management
6.0653104214218985,s
9.675454290682158,shell cogen change
9.138764977815796,re enron hpl actuals august
10.57940271153172,calpine daily gas nomination
9.494586482593727,budget
13.323413534947111,re brandywine meter march activity
10.260588574667283,enron hpl actuals sept
8.728563561711956,lone star point
9.249717907580001,natural gas nomination december r e v n
9.847678938972797,nom actual flow vols
8.938472373321144,meter jan
10.60734383066191,nomination
10.519051516245792,dec
9.685015065252184,re equistar deal ticket
10.154502089969586,hpl nomination
5.274312747471006,
7.749440710256452,re meter oct beaumont methanol
9.992029397906627,tenaska iv receivables
11.144623721506768,cornhusker
11.795912648297564,hpl nom may
6.99988637954135,dun number change
10.774055814189499,hpl nom january
11.126091110122633,revision enron actuals july
10.38032579236381,re fw king ranch balancing xl
7.809123436747107,king ranch processed volume tailgate
9.063053596604284,meter
10.475525520847153,meter sept
12.698834373211943,enron hpl actuals
8.394473191862613,re april spot purchase
13.829252502091029,re tenaska iv march
8.279495875507761,kinder morgan net aquila header meter hpl
11.139702971587841,hpl nom april
10.989896379308046,global octane
9.615465084051683,re automate load scheduled quantity sirpo
9.04242731463042,re resume liz bellamy
9.660115385412903,deal
8.950046931084305,calpine daily gas nomination
10.531021990483117,re eex bid
8.730481579838067,x product
11.459735676323513,hpl nom march
4.215315613660527,fw fw gap gift certificate
19.37262756704245,re noms actual flow
7.182965913104516,weekend activity dated june thru june th
9.05296812047008,re koch three river
8.115249449917547,eastrans nomination change effective
10.63586135809075,deal
12.952155909605175,re license
9.082081096059795,re valero meter
7.8400488341960735,entex volume price contract year
11.643359107845075,re nom actual volume april th
10.07727361935109,enron announces plan merge dynegy
10.483692546044418,nom change champion
11.597848661899365,hpl nom august
8.862318597052159,fw hubco
11.675132094622924,hpl nom dec
11.04715107462628,tom moore jr
10.774055814189499,hpl nom january
11.366040051436581,re august estimated availability
10.009433619166872,tenaska iv march
6.133383108029797,neon
8.608821081790424,kingwood cove free green fee
9.68289530459909,nomination
6.674110147929768,great gofl offer
9.260842457937047,fw deal
7.438461808254659,addition tejas meter
9.99371241962682,vacation
9.336449059787276,fw chevron phillips chemical co lp hplc sale buyback
13.241020271018462,re netco item
9.080855457459787,re exxon company usa global sitara
8.503636050185627,calpine daily gas nomination
9.650907018727402,re rate tenaska deal
7.916136180473423,re march `` spot `` purchase
5.368200159440233,sodbuster man
9.547117664691065,good devon stuff
7.913458357016558,raymond bowen jr exec v p finance treasurer
9.149267642291719,enron hpl actuals june
11.449219176667961,enron hpl nom december
8.809297044765811,hpl nomination change july july
9.183544279189185,enron hpl actuals sept
8.58461721636465,fw consensual termination
8.279495060142644,fw fw conoco big cowboy
10.375862059613205,eastrans nomination change effective
9.051132304400081,meter lonestar hpl rusk
9.55314515649284,re hpl delivery meter
10.064883687712063,get hand around report help
6.722579502920124,please print
8.337798626050715,deletion enrononline user id
16.23783506183407,re cornhusker deal
9.263245314201024,re misc question
9.819299770843086,eastrans nomination effective january
9.983234061601781,april gathering contract
7.202744379997,happy birthday
8.806063545397304,imbalance gas
8.161273044813349,spinnaker supply verification su october production
11.785041218850193,first delivery comstock oil gas united oil mineral
15.934478313212734,re killing ena ena deal sitara
9.391077089423673,interview schedule liz bellamy today
8.129897647544723,dave n july th
8.908299938456967,re enron hpl actuals october revision
8.435050452075412,meter
9.314060757265995,eops salary survey questionnaire
7.397131928960923,cokinos tri c april election
9.058939521675667,koch midstream service
10.774055814189499,hpl nom january
8.489527880010645,june availability nd revision
10.38930417708003,forwarded ami chokshi corp enron
11.174302064199,keystone shut
7.561506738720632,nesa hea th annual meeting
7.256488757322807,mtbe plant lightning strike
5.531800037897826,expense
1.7991045354669786,fw `` red white blue ``
13.461254864759729,industrials
5.964468495704955,yvette ooto
8.452978455069635,feedback error meter
8.720271928523136,mobil beaumont marol
11.459735676323513,hpl nom march
9.767602463257244,february wellhead production estimate
11.932320158056761,tenaska iv
7.832224205237993,big cowboy august
11.56441208267752,re saxet canales meter august
9.22016290576017,koch midstream service co
0.0,rd party expense contract
9.042864341676214,re dow pipeline
8.471766970171409,path manager rewrite
9.120275437213024,january meter clear lake city gate
9.374782738515146,meter jan
8.59266891078705,loan midcon katy tailgate
9.119414797374834,pg e texas contract
7.736487712711319,neon discussion january
8.604713181212762,revision
10.236641910029899,thanks january
8.29014923241714,response u tragedy
8.406075363065302,revised july availability
9.930425468349673,eastrans nomination change effective
1.8920948169591307,wassup
14.116855135730544,re intraday eastrans nomination change
7.807650067012991,spring saving certificate take
8.773014953300317,samson lone star limited
8.385692444642729,re ferc training
13.197992380895462,enron hpl actuals sept
8.460538439536824,activity survey june
14.169068280645641,re new eol product
9.599945191516122,txu may
8.946505448340547,week woodworking tip follow
9.400572110632694,aep hpl transition issue
7.562340482344219,re system unmetered gas
8.408140840886766,meter
11.459735676323513,hpl nom march
11.35882935988945,hpl noms
9.12872355806176,re noms actual vols may lst
11.153024682610203,tenaska
7.7136554180568195,potential list april
7.964600277061199,feb prod sale teco gas processing
8.47286720819733,wagner brown cornelius lease meter
9.616065265191223,valero february gas nomination
11.795912648297564,hpl nom may
17.01855128848154,re new production sitara deal needed
8.364909624289403,enronoptions stock option program
8.001826545410088,increase mdq contract
13.615311494869468,re meter august allocation exception
6.348236577702123,re fw funny send
5.3908693902906535,lacy
9.633809755413957,meter
10.774055814189499,hpl nom january
9.392155367013363,physical gas summary desk
6.192901147008722,please print
11.611999066258564,re delivery channel gulf plain
4.902739517112474,dear owner
8.673895695295103,fw customer
5.65846696365028,goal objective
8.287621809878727,tenaska iv outage update
6.308523285656434,april golf special
7.795796097259226,hi darren
9.183428238825902,enron hpl actuals june
6.8100934304583385,re river king ranch hplr liquid
6.73615139085685,fw stalin quote
11.50055878677089,re aquila header flow day
9.330198376889914,cornhusker
5.7410727686792775,fw kick
8.757076091556119,desk desk deal
11.289786350464459,natural gas nomination
9.835900682453795,cornhusker
7.967037221721297,nd revision sea robin volume sea robin p l
8.08478706334486,re hplc ocean energy inc purchase
10.9548646686346,hpl nom october
15.567364757431491,re centana storage deal
9.646909763656312,per nelson ferry dealmaker pay spinnaker neal could
11.245503848445937,enron hpl actuals october
7.769674976027646,hr performance objective binder
8.470636355846123,enron hpl actuals june
9.648468562884789,playgroup picture houston cow parade
8.885070624582202,re nom change effective oct sg marshall hpl meter
5.705303062707717,transport contract
9.629690015124384,hpl nom change june revision
11.207202432653336,hpl nom july thru
7.395157156676481,duke exchange deal feb prod
10.861356346606721,re tri c governer bill daniel
9.178278541434162,california energy crisis
9.480749767515217,enron actuals april
10.24548440396103,re gulf coast pipeline company dyersdale area harris co tx
10.994788921531681,hpl noms april
9.469211463322264,mobil beaumont marol
6.781930508803551,tx gen land office oct prod
10.898337891913338,call note weekend dated august th thru th
7.670144029971344,re midcon invoice
11.927920338784899,mobil beaumont may
9.637337678285832,nom change tejas pipeline
8.762744295685774,please forward group
10.426535580972704,cobra operating meter
8.293085358698303,re tetco hpl enerfin meter
8.205255963709904,reply
9.901120233264223,hpl noms dec jan
18.241522836548253,re tuesday december th
10.497183290527115,copano change th
8.933954238117655,tetco hpl enerfin meter
8.652766794124675,internal guest id passowrd
9.170940631994915,kaf storage project
9.331846135143332,september deal inactivation sitara
8.873017438504691,re txu fuel deal imbalance
6.497958693173255,weekend activity
8.610104490270249,hpl meter rusk p lone star hpl
11.844599988514053,wellhead adjustment may
14.751085105848338,re cornhusker
11.442162779349868,re first delivery cody
9.152229346182917,re meter roos common point trade zone
11.231406134046148,re august spot ticket
10.261709635815459,natural gas nomination
6.920505715685126,fw quip
7.452874529236279,re equistar noms
10.844490036582163,saxet
8.00214210257871,defs purchase teco pipeline
9.429498025425032,cornhusker deal ticket
9.039185768797962,monthly clean bridge back non edi pipe
6.8168721270687405,agua dulce thompsonville product
5.627356741985941,megan jones
8.065891749500977,first delivery cody
8.27651165509945,methanol plant upset
9.091927654196219,meter
7.9048420729897995,new meter number
8.503636050185627,calpine daily gas nomination
16.339757089201047,re base gas roll
11.158353196021027,day change revision hpl nom february
8.998693753435711,re driscoll ranch gas pricing interconnect estimate
9.52602269660351,duke exchange deal
8.67323616684742,meter purch torch rally october
5.721084650307116,
10.878981667625524,credit watch list week
9.185260872463513,neon discussion january
10.92816441464735,feb noms
14.18082084397028,re lindholm oil inc
9.684341111809454,head tenaska iv partner ltd september
11.295624498168598,eastrans nomination
8.754514031064524,cleburne
9.734487514215848,rough list
19.222462767665927,re meter acock production
8.88287465868598,fw fw march invoice
8.503636050185627,calpine daily gas nomination weekend
5.153257805632846,
9.087947217372156,nom change effective may sg marshall hpl meter
10.774055814189499,hpl nom january
7.325586484948417,additional recruiting
6.867222133813797,cornhusker contact information
8.8423252862807,re hpl enron actuals june
9.227680356240437,cynergy apache
10.094351122011364,holiday schedule
6.633902098462686,
11.139702971587841,hpl nom april
12.900641885968891,enron hpl actuals november
10.338230748177311,re june tenaska gas file
8.801680264485714,opportunity change electricity provider
9.824958632326618,union carbide
11.197505108082511,re june blue dolphin
9.184404053243606,well
9.237652271102204,june hourly survey
9.379288822947133,meter dec
10.14883200344862,re contract credit
16.28841001994817,re apache deal
5.576653420192072,hey darren
8.7679613637005,tenaska iv outage update
5.556772601028297,accum
12.900641885968891,enron hpl actuals november
7.733622625864818,resume gloria smith
9.046453267080185,bayer march volume
8.271797625738223,hpl meter taft plant resid arco hpl
10.96953992717602,enron hpl actuals november
12.106395122209156,re license
14.826030863861014,re cornhusker
11.736946921310505,may nom
7.549942550369009,new stack manager
8.581775328020685,hpl meter hpl kmid seven oak
6.129927689017875,fw aggie song
8.223606865829163,update prc process
11.76876169666792,e mail
8.78190158424651,march survey
7.7334173708856575,get certificate responding e mail
8.85084795764989,enron actuals january
11.502278313967995,hpl nom december
10.334445720703435,re path manager rewrite optimization project
9.509920077697483,re equistar buyback
16.847788540513502,re new production sitara deal needed
7.722020752998823,amazon com order
3.624118837215807,ce change
9.331843842678628,meter july activity allocation exception
18.60577063250589,re noms actual flow
10.249647547309667,deal meter
7.653929873785753,january setup mop
7.728934240069026,transaction confirmation sheet
9.6982035860907,tenaska iv oct
7.441230139131518,bpa rate case seasonal rate
14.830864485408584,re meter sept
10.48386193143048,meter
17.354509710424175,re new production sitara deal needed
16.28841001994817,re apache deal
10.651869433324153,eastrans nomination change effective
11.466210377013617,txu fuel co nom
10.455425646507475,vacation
5.157044230141331,re epgt ogunbunmi hakeem swisher stephen
9.789657263368836,re overflow
9.881572399934734,january production estimate
9.687152297565516,vacation
8.769193740434181,revised assignment termination expiration report asset
9.01082844574333,enrononline stack manager change
9.322447107319396,enron hpl actuals august
9.54423131928029,enron actuals june
9.009673774871477,revised nom yates energy
10.247932060678112,co owner vols
9.669097491022344,wellhead adjustment
7.687837475716197,updated spreadsheet
12.841977774141238,calpine force majeure dec
8.585970362971832,beaumont methanol
7.528918638310859,expense report receipt received
7.397347702560471,hunter singing christmas program
8.598914766930267,re deal ce lila allen
16.788034744059388,re allocation exception
12.701134492977488,enron hpl actuals december
1.0,house picture
8.667777294936021,re ken petroleum corporation
11.582046691630673,allocation
7.058854340815662,fw ercot
8.477297038517738,desk summary report
8.22192997331417,united oil mineral inc
7.169269080295234,christmas tree farm picture
9.380729641467985,new phone number
8.449969143566273,sitara availability status update
10.63775983752732,hpl nomination january
8.676968321117732,pasadena plant phillips lehrer `` c ``
10.544653999969043,enron hpl actuals sept txu electric
9.699831213092999,role brian heinrich jennifer blay energy operation
9.705767144042376,rd noms
19.303174031542184,re noms actual flow
8.457553339510278,duke energy deal july november
9.280276051307775,meter july
10.577541962928397,re fw first delivery pure resource louis dreyfus natural
9.602314670650285,cornhusker
5.090046774467176,miscellaneous
11.02447011836421,wc revision notice force majeure stingray p l
9.250090918803043,ponderosa pine energy plant start
8.52324850399604,enron
6.839444491547754,put ft
6.137144361074176,october newsletter
11.459735676323513,hpl nom march
10.224136854537134,enron hpl actuals july
8.779915098409125,mcmullen gas
7.8403647760795225,hr generalist group
8.141483830685708,oasis line
5.89865007391926,fw fwd
10.933441201928018,sitara deal
10.429397132902283,calpine daily gas nomination
10.051301952125757,attention change remote access
7.840892477550665,re first delivery wagner oil
8.7679613637005,tenaska iv outage update
10.25443266331575,april lst noms
11.139702971587841,hpl nom april
9.232846094975146,union gas thamm
6.638006097858244,week neon sheet
8.30286839846866,data validation
8.323933598245256,new coastal production
5.661608812788451,neon lesson
9.765974649303006,cornhusker
15.059753608554274,re basin production ga
9.69022149037087,meter
11.343643703671715,enron hpl nom february
7.62440080988177,welcome expedia com
10.471193737881379,txu noms
8.205384281503044,swift october vols
12.323650476236084,re meter
11.220036148510646,hoston hoop week away
9.949273185944286,enron hpl actuals january
8.488138222561929,equistar track id meter
9.599445059818812,meter feb
8.750761483399446,fw txu fuel deal imbalance
9.441650540579666,may hour survey
9.610273801768033,hi hi revision effective hios p l
11.795912648297564,hpl nom may
8.368592998653355,january devon availability please call
5.1853781066175735,mtbe upset
9.281459511904915,revised june avail
10.774055814189499,hpl nom january
7.856986115708437,mgi supply
11.566506954041747,hpl nom july
8.862125360010712,dfarmer enron com thank placing order
3.7989656196964514,inactivation
10.625267222961694,netco planning
7.92004572571649,re noms thru
8.875176480170209,nom chnage eastrans
8.908574954789527,urgent
7.050492210812395,re
7.631964742627348,re purge old contract event status
8.31561051545737,resume liz bellamy
9.406252687748582,july nomination shell deer park
9.16970783606359,net kinder morgan beginning march st
7.111465492064289,howdy
9.013026477784829,october availability
10.466157026249553,hpl nom august
10.484286569751902,txu gas distribution deal
10.257755705951288,enron actuals junel
7.107484367460959,spot deal
11.176229134169283,forwarded ami chokshi corp enron
10.067069987092287,deal number
11.298013133181986,hpl nom february
14.844806394372238,re central power light
9.732521138193853,re enron hpl actuals august
8.491748107945918,performance review mid year
9.418506454440756,nom change tejas pipeline garza plant
12.698834373211943,enron hpl actuals
8.503636050185627,calpine daily gas nomination
12.55541308298324,tenaska
8.359621586191063,blue dolphin pipe line company contract
10.079144809294482,enron hpl actuals september
7.92410531209533,re e mail list class
10.328125470612155,tenaska iv adjustment
11.795912648297564,hpl nom may
8.974374622003063,hpl meter hoff heller unit cdp
8.942480449443323,sale hpl
8.948162214245913,cornhusker lone star payment
11.098633404959726,panenergy
16.555673043130763,re follow
11.298013133181986,hpl nom february
17.17252408712546,re tenaska iv
11.139702971587841,hpl nom april
9.039704538654068,kn change upstream k bring
10.902966321667344,hpl nom dec
9.330399913069392,re saudi arabia
9.032898042313619,equistar quote
11.43642944458166,re august spot ticket
13.9534866652341,re union gas doehrman
9.504212267022927,fw chevron phillips chemical co lp hplc sale buyback
14.556676781439585,hl p
11.532622567124932,hpl noms dec
9.643352037339536,re nom actual vols may th
9.509142398672203,re hpl system training
9.330325315804657,deal
19.79248873652897,re noms actual flow
14.410409270005527,re feb prod sale teco gas processing
8.761700249360109,fw fw march invoice
15.157697758094603,re cornhusker
8.622074802875613,fw deal
10.158127925766264,fyi new pager number
8.831779068749206,hpl meter pasadena plant phillips hpl
10.032361065638108,training sabrae
9.840657800813105,cilco storage withdrawal
9.575608851209793,unify close schedule
9.51337298560788,opm hour survey december
7.335023079858061,office
8.024001498722864,park lend acct pgev deal ticket
7.333040871682612,fw pymt sale adjustment cowtrap
6.985145876223468,sap change
9.060870147399864,natural gas nomination december r e v n
10.089082730418482,global octane
7.863703279353196,re sale panenergy exxon clear lake
9.825749326421624,enron hpl actuals july
10.13033621778501,tenaska iv receivables
6.189954885196513,pleo
9.567355569657481,enron hpl actuals october
8.104210015927416,hpl th anniversary celebration
8.841465926701593,cross training
9.030312848409848,march business meter help
11.250543506525698,first delivery rodessa operating co
8.947148200919244,entex jan
8.658136846894298,tenaska iv gas
11.459735676323513,hpl nom march
10.841733656265967,credit watch list week
13.084162028380765,re first delivery texaco e p
10.314674238620002,assignment termination expiration report houston pipe
8.824699290989871,please process immediately avoid loss information
8.528472257310355,february march meter
8.763064832096578,gas message board
8.765180277688641,fw fw march invoice
8.622703900250832,revised deal ticket
9.592576143465195,president juno com exciting news free internet access
6.961055023535227,enrononline internal launch phase
8.024290085451653,gisb contract intrastate interstate gas
11.095898254793234,nom change gas day
9.89919879622262,re enron hpl actuals july
10.390715728092115,re indutrial report
8.602391472983522,oct prod est revision
5.70328095345722,rangel dewpoint
8.861528482646287,mobil beaumont
9.168880356745843,revised copanop lst
8.503636050185627,calpine daily gas nomination
10.152913477665418,tenaska gas management agreement
8.257023039367477,holiday party save date
7.881179698446474,re enron bid cps rfq bid clarification question
13.423755251882907,re deal eol waha
6.968723942375056,fw fw fw dance select next president
7.8960618146842,fw statement operating condition
9.753238091341565,enron hpl actuals september
8.144778458712024,resume anna cola
9.405482291506395,hpl meter pt arthur refinery chevron hpl
8.944647098146651,calpine daily gas nomination
9.232674849145274,nom chnage eastrans
8.555547477338541,opm activity
16.160701007140613,re cp l
7.341931911292962,weekend oncall note
11.063755060130507,panenergy
8.571561759324334,ngi article auction
8.64319673420439,revised june availability
11.139702971587841,hpl nom april
15.942368059855156,re intraday eastrans nomination change nomination
6.772111807092311,re
9.781949204446066,eastrans nomination change effective
17.444782838955522,hl p
8.38446931828693,eol killed deal
9.632519534031552,nomination change
11.575653203848383,enron actuals
9.097236359623643,duke energy field deal
8.797757608198255,meter december bridgeback error
5.669291811161072,mtbe upset
11.459735676323513,hpl nom march
9.064378927442927,enron hpl actuals january
11.466210377013617,txu fuel co nom
9.549419472450024,cp l
9.225888314856219,guadalupe power partner april
9.926519127923317,eastrans nomination effective february
7.3926018765201995,king ranch gas plant election
9.875860529767326,meter
11.502278313967995,hpl nom december
15.149688411810802,re cornhusker contact information
12.832441395425342,re march avail
9.132719564411993,enron actuals june
11.167144366005969,hpl nom june
8.304422441578176,final cp name change merger list
8.28682087928053,fw section
7.61680560341575,organizational change
7.685501647914637,summary prc meeting
9.521935557090934,entex noms lone star katy
10.799896871231162,enron hpl actuals december
8.765952095351835,february survey
8.646958421430908,lyondell citgo
8.534541952819525,revision eastrans nomination change effective
10.109875763438783,nomination
7.74360131694363,urgent
13.858118847286967,re hpl discrepancy
8.740366515028805,may golf special
10.327971574146439,april wellhead production estimate
7.992403399306804,please process immediately avoid loss information
18.841653691568077,re noms actual vols
11.34768680883753,nomination eastrans reciept following
9.054366117713247,revised nomination june
9.93137769592494,storage deal
10.592211094041927,txu fuel sd nomination march
9.949273185944286,enron hpl actuals january
10.196526131376809,fw duke energy trading marketing l l c
11.139702971587841,hpl nom april
6.185415545935948,cornhusker contact information revised
13.560177432254031,re meter production encina gas marketing
9.91929653736846,cornhusker imbalance
7.708832650662263,hey guess hard get back huh going get jake one
8.231878887155894,re meeting confirmation may
9.59289403301949,amoco energy
10.961910330167017,ehronline web address change
5.472858200943583,leak wilson creek lateral
11.51203276660341,re unify sitara enhancement
9.643494717382323,panenergy marketing company
17.28416462066445,re cp l
19.07798824456799,re noms actual flow
6.028112450163653,fw bcp seat assignment
8.73838183578803,sitara
6.0147232930447885,meoh upset
4.883510592271049,enron hpl noms february
11.597848661899365,hpl nom august
11.459735676323513,hpl nom march
5.703105011530362,curtain
8.169429497431523,hpl nom july one day
6.799978419759583,pop team temporarily moving allen center
11.616297167301905,re important teco deal meeting
11.566506954041747,hpl nom july
5.343822694205556,lacy eye exam
9.582053676335402,guadalupe intraday
9.106131167718532,falcon lone star transport
12.965730070458953,re discrepancy price gas redelivered mobil beaumont
7.970875684887349,spot purchase
8.36014199239326,re ena sale hpl
10.390218600037597,gas management agreement
10.458860010268966,re meter receipt meter w delivery noms
9.90119019487293,deal astra
11.740942708820617,re project `` miracle ``
9.68286310178267,february production pg e discrepancy pan
8.125138151166697,beaumont methanol meter october
11.795912648297564,hpl nom may
4.688621508383352,neon lesson
10.36251085037255,central power light
9.72415366860898,see attached memo
9.044871000148255,cutoff processing invoice expense report msa
9.509156253636728,meter
8.76166382045974,fw update maintanence hpl three river
8.634394227145501,desk desk ticket nng pgev oplc
8.699428903480413,new carthage phys product eol
11.167144366005969,hpl nom june
8.348369182559468,fw hpl imbalance payback
10.152913477665418,tenaska gas management agreement
8.652411244226078,cleburne
10.981304427805766,enron hpl actuals october
12.647528607407459,pathing procedure buyback
11.185348486863582,re shut meter
11.459735676323513,hpl nom march
11.156450037832427,hpl nom july revision
11.63817527366877,copano change
6.629068090025069,
9.04181953196008,hpl meter tram hpl transtexas thompson
8.975592717627299,mike clinchard resume
8.498892295242564,tenaska iv gas
8.44769904617095,re october spot purchase
11.566506954041747,hpl nom july
4.702271268081572,reviewer
6.820376117766796,phillips
11.739598358884129,fyi union carbide
8.73255636522812,cleburne tenaska iv outage
11.976297491109738,enron actuals may
8.53388111468479,calpine daily monthly nomination
8.858632732119005,volume change
7.392292287396225,revision enron hpl actuals july enron
8.298359801606864,re nomination gas flow southland pipeline
12.015050216057414,tenaska iv
6.701679334939465,calpine may
9.127581360150625,maynard oil revised nom
9.455263635869745,meter dunagan j
8.517231926685934,meter
8.966425848415762,aol instant messenger confirmation
8.332489204897758,february march meter
11.665832239540125,nomination october
7.938351145569029,fw calpine monthly average revised
7.816198916166563,potential june
8.295659623204322,revision forest oil november gas volume
12.701134492977488,enron hpl actuals december
11.300938843579145,receive attachment hotmail address get juno send
6.351452809112492,corhshucker
9.123518772724186,calpine daily gas nomination
8.568837260397784,class confirmation stacey neuweiler
8.508136022523308,july pricing discrepancy sell tenaska marketing deal
10.799467961775736,hpl noms june thru
9.133064930284302,ec ei smi revision effective sea robin
9.191548485591722,fw txu gas distribution wallumrod ellen
14.649192303049615,memo presentation brian redmond
8.128184956988434,lst rev mar josey ranch nom
9.310080475539667,enrononline real time quote service reuters
9.014374784221424,kleberg plant outage september cornhusker
7.991594679361583,proposed solution
7.6024643416807764,retroactive adjustment
7.165645460869745,fw ap wire college station texas
7.907452218536515,rough list
11.17995631872564,revision hpl nom august
9.444278681817574,tenaska iv feb
11.10002128107773,re tglo status
9.753706280994175,fw waha hubco
7.811745490732824,hpl meter texas city marathon oil hpl
10.043174805913248,review
10.431353761264914,basf freeport natural gas nomination
7.5418585788962815,organizational change
7.3504323494377966,calpine daily gas nomination
8.16441907670167,meter
9.913959629722708,deal
7.905250548268217,revised availability
8.32133121145482,customer trip
5.661608812788451,neon lesson
8.499012409234625,re possibly adding deal price path manager
8.475461726021654,re ena sale hpl
9.15729126897578,point change deal
14.159655607674493,re meter august allocation exception
9.857454868223243,nom actual flow
9.940874953569855,re april spot ticket
8.362637540692491,done new sitara desk request ref cc
10.783360589140903,hpl nomination march april
8.419957951017329,lst rev apr hpl nom
9.503138113423859,re hpl texoma meter
8.950727280117803,neon discussion january
11.675132094622924,hpl nom dec
7.948430139530516,fw epgt
9.33629457675582,meter
9.429498025425032,cornhusker deal ticket
8.918182364937342,bridgeline workorder
8.8160504941288,revised kleberg plant outage september cornhusker
8.571471031955637,phillips petroleum
8.950046931084305,calpine daily gas nomination
6.260455098685424,final final version
7.468648529117072,prior month misnomination
5.3103057319514395,dear owner
10.676606771699856,enron hpl actuals sept
9.591537799664684,long term deal going aep
12.900641885968891,enron hpl actuals november
9.483868525593701,job number
9.759028893206294,southern union prod austin spot deal sale
10.393717671251702,eastrans nomination change effective
22.380323091823627,re tuesday december th
8.097075009030004,potential list november
10.774055814189499,hpl nom january
8.6600840366623,deal wrong counterparty
8.414220972307573,entex transaction
11.374690140442505,revison hpl noms november
7.926583183954805,volume increase hpl meter g marshall hpl meter
1.4962227158024182,http info posting capacity op point index asp
9.162171156247512,walter g superior april noms
1.5178867382710852,http www pge texas com www gtt nsf htmlmedia operation html
7.781774364868328,re opm hour survey january reminder
9.679186694629667,august buyback worksheet
10.70387310009517,hpl noms jan
10.93020221825474,revision enron hpl actuals july
10.48142535792472,nomination tuesday
9.313764489688628,hpl eastrans nom hpl busby redelivery sale
9.36418381369824,formation enron management committee
7.517831858266234,hpl meter harris gsf energy hpl
8.397190061195285,nomination
11.229019974562004,wellhead
8.167306013152354,hpl nomination change july july
7.322982210520031,unresolved issue jan
9.703528289793653,revised month end close schedule
11.588454431689492,hpl nom november
8.773464217455588,fw monday evening gas flow
8.858632732119005,volume change
11.886810165545047,subject
11.459735676323513,hpl nom march
20.595857553121288,re southern
9.004243218280102,enron actuals july thru
12.382794149841438,new power company reserved share program
11.459735676323513,hpl nom march
5.993935242479589,coach
8.998004798656364,nomination eastrans
9.418933181669548,revision enron hpl actuals august
19.60997582461895,re noms actual flow
10.50514460467507,th noms
8.051155018681008,conoco supply cut oasis
8.27268804744941,eastrans nomination change effective
7.790011321741501,re saxet canales king ranch balancing issue
11.329634023101173,memo steve schneider
12.214452031967541,enron actuals june
10.069048695533692,re southern union prod austin spot deal sale
8.318586544360404,staffing process
11.139702971587841,hpl nom april
8.114875463243802,midlothian first nomination
6.974516601503126,galleryfurniture com bowl
8.589590531518036,x product
9.705439626613607,dallas june hoop coming town
8.978324439420533,southern union may
7.492246122605258,please print
7.359573147157446,new intramonth book
8.254187581842537,calpine daily gas nomination
7.772350382098399,revision march wellhead estimate
9.289765715520055,gas management agreement
19.0500506503751,re noms actual flow
9.635094732016913,calpine daily gas nomiantion
9.740358804383169,revision enron hpl actuals nov
9.033907660478562,producer service customer list
4.2940926364819605,june update
12.371911034317398,re nom vols thru
7.352042967020342,kingwood cove play `` ``
7.640203472393484,public report
10.50650140526431,cornhusker
11.022860992871614,hpl noms june
9.312135953962708,mobil beaumont
8.503636050185627,calpine daily gas nomination
12.808937579044791,vacation
12.06725917990767,enron hpl actuals february
10.685465392316761,eastrans nomination change effective
8.83802582880062,hpl buy sell report
10.39958048537323,re correction nomination eastrans nomination
9.446073087890916,hpl deal downloads
6.253893794343213,seac hpl freeport meter
8.1642080308796,tri c resource governor bill daniel liberty co tx
6.9206350586974175,organization announcement
9.524872478146484,wc revision effective stingray p l
9.547231246330242,ce change th th
9.54232399546621,noms actual flow
8.220312211182453,revision eastrans nomination change effective
9.867295160586133,calpine daily gas nomination
7.833331439467599,april aspect volume texas city
9.574847307253744,enron hpl actuals august
10.116923254878316,indian spring
5.688301104016631,hpl optimization
11.578446013064752,contact number
8.948283037584263,fyi lubrizol april lst changeover tejas
8.081678220629687,re e mail list class
11.597848661899365,hpl nom august
9.569321545076113,noms actual flow
17.229984173624466,re tenaska iv gas
5.533563264556112,fw picture
11.32921946295792,request submitted access request lisbet newton enron com
15.762659814869098,re killing ena ena deal sitara
7.719025453171322,re first delivery helmerich payne
8.95451885847338,february issue
8.886592029872503,eastrans nom
8.505361645148675,re enron hpl actuals august
10.060717803494109,enron hpl actuals august
9.684341111809454,head tenaska iv partner ltd september
8.652411244226078,cleburne
10.117028801390976,eastrans nomination change effective
8.503636050185627,calpine daily gas nomination
9.499558167600942,gas flow day
9.559375735871976,tenaska iv
6.632025860889182,neon lesson
14.01914579895915,re deal feb
10.053940872411069,txu noms
7.199785987150216,welcome aol instant messenger
8.343188817814218,fw fw fw march invoice
11.971502703231094,industrials
12.82519121604132,re meter
11.795912648297564,hpl nom may
11.502278313967995,hpl nom december
9.792236155453413,txu noms
9.295869374343678,north central oil corp
6.898150206558376,office th th
2.9068565274647375,reviewer
7.8264437736853525,ce meeting minute january ena obligation ce
11.558516854184843,unify
14.430643398600374,re cornhusker
19.20531232308394,re actual vols
8.062081760242531,hpl meter brown common point
14.386052358140724,re may wellhead `` spot `` purchase request
9.135989665307457,txu gas distribution deal
8.745862438393202,new desk sitara
8.728563561711956,lone star point
11.566506954041747,hpl nom july
13.067579110408406,re hpl transport contract
8.879383859474371,tenaska iv
7.398000644476108,entex monthly mtg eb cl
18.924859386838182,re noms actual flow
8.138735238914052,hpl meter texoma tejas hpl c
8.879383859474371,tenaska iv
